ID;Curr;ISOCountryCode;FinancialCentre;EventDate;EventDayOfWeek;Day;HolidayDate
60006;VEF;VE;Caracas;20190106;Sun;Epiphany;06/01/2019
60007;VEF;VE;Caracas;20190304;Mon;Carnival 1;04/03/2019
60008;VEF;VE;Caracas;20190305;Tue;Carnival 2;05/03/2019
60009;VEF;VE;Caracas;20190319;Tue;St. Joseph's Day;19/03/2019
60010;VEF;VE;Caracas;20190418;Thu;Holy Thursday;18/04/2019
60011;VEF;VE;Caracas;20190419;Fri;Good Friday;19/04/2019
60012;VEF;VE;Caracas;20190419;Fri;Mov. Precursor de la Independencia;19/04/2019
60013;VEF;VE;Caracas;20190501;Wed;Labour Day;01/05/2019
60014;VEF;VE;Caracas;20190603;Mon;Ascension;03/06/2019
60015;VEF;VE;Caracas;20190624;Mon;Battle of Carabobo;24/06/2019
60016;VEF;VE;Caracas;20190624;Mon;Corpus Christi;24/06/2019
60017;VEF;VE;Caracas;20190629;Sat;Sts. Peter and Paul;29/06/2019
60018;VEF;VE;Caracas;20190705;Fri;Independence Day;05/07/2019
60019;VEF;VE;Caracas;20190724;Wed;Bolivar's Birthday;24/07/2019
60020;VEF;VE;Caracas;20190819;Mon;Assumption Day OBS;19/08/2019
60021;VEF;VE;Caracas;20191012;Sat;Columbus Day;12/10/2019
60022;VEF;VE;Caracas;20191104;Mon;All Saints' Day OBS;04/11/2019
60023;VEF;VE;Caracas;20191208;Sun;Immaculate Conception;08/12/2019
60024;VEF;VE;Caracas;20191224;Tue;Christmas Eve;24/12/2019
60025;VEF;VE;Caracas;20191225;Wed;Christmas Day;25/12/2019
60026;VEF;VE;Caracas;20191231;Tue;New Year's Eve;31/12/2019
60027;VEF;VE;Caracas;20200101;Wed;New Year's Day;01/01/2020
60028;VEF;VE;Caracas;20200106;Mon;Epiphany;06/01/2020
60029;VEF;VE;Caracas;20200224;Mon;Carnival 1;24/02/2020
60030;VEF;VE;Caracas;20200225;Tue;Carnival 2;25/02/2020
60031;VEF;VE;Caracas;20200319;Thu;St. Joseph's Day;19/03/2020
60032;VEF;VE;Caracas;20200409;Thu;Holy Thursday;09/04/2020
60033;VEF;VE;Caracas;20200410;Fri;Good Friday;10/04/2020
60034;VEF;VE;Caracas;20200419;Sun;Mov. Precursor de la Independencia;19/04/2020
60035;VEF;VE;Caracas;20200501;Fri;Labour Day;01/05/2020
60036;VEF;VE;Caracas;20200525;Mon;Ascension;25/05/2020
60037;VEF;VE;Caracas;20200615;Mon;Corpus Christi;15/06/2020
60038;VEF;VE;Caracas;20200624;Wed;Battle of Carabobo;24/06/2020
60039;VEF;VE;Caracas;20200629;Mon;Sts. Peter and Paul;29/06/2020
60040;VEF;VE;Caracas;20200705;Sun;Independence Day;05/07/2020
60041;VEF;VE;Caracas;20200724;Fri;Bolivar's Birthday;24/07/2020
60042;VEF;VE;Caracas;20200815;Sat;Assumption Day;15/08/2020
60043;VEF;VE;Caracas;20201012;Mon;Columbus Day;12/10/2020
60044;VEF;VE;Caracas;20201101;Sun;All Saints' Day;01/11/2020
60659;VND;VN;Hanoi;20180101;Mon;New Year's Day;01/01/2018
60660;VND;VN;Hanoi;20180215;Thu;Lunar  New Year's Eve;15/02/2018
60661;VND;VN;Hanoi;20180216;Fri;Lunar (Vietnamese) New Year 1;16/02/2018
60662;VND;VN;Hanoi;20180217;Sat;Lunar (Vietnamese) New Year 2;17/02/2018
60663;VND;VN;Hanoi;20180218;Sun;Lunar (Vietnamese) New Year 3;18/02/2018
60664;VND;VN;Hanoi;20180219;Mon;Lunar New Year 4;19/02/2018
60665;VND;VN;Hanoi;20180220;Tue;Lunar New Year 5;20/02/2018
60666;VND;VN;Hanoi;20180221;Wed;Lunar New Year 6;21/02/2018
60667;VND;VN;Hanoi;20180425;Wed;Hung Kings Memorial Day;25/04/2018
60668;VND;VN;Hanoi;20180430;Mon;Victory Day;30/04/2018
60669;VND;VN;Hanoi;20180501;Tue;Labour Day;01/05/2018
60670;VND;VN;Hanoi;20180903;Mon;National Day OBS;03/09/2018
60671;VND;VN;Hanoi;20190101;Tue;New Year's Day;01/01/2019
60672;VND;VN;Hanoi;20190204;Mon;Lunar  New Year's Eve;04/02/2019
60673;VND;VN;Hanoi;20190205;Tue;Lunar (Vietnamese) New Year 1;05/02/2019
60674;VND;VN;Hanoi;20190206;Wed;Lunar (Vietnamese) New Year 2;06/02/2019
60675;VND;VN;Hanoi;20190207;Thu;Lunar (Vietnamese) New Year 3;07/02/2019
60676;VND;VN;Hanoi;20190208;Fri;Lunar New Year 4;08/02/2019
60677;VND;VN;Hanoi;20190430;Tue;Victory Day;30/04/2019
60678;VND;VN;Hanoi;20190501;Wed;Labour Day;01/05/2019
60679;VND;VN;Hanoi;20190902;Mon;National Day;02/09/2019
60680;VND;VN;Hanoi;20200101;Wed;New Year's Day;01/01/2020
60681;VND;VN;Hanoi;20200124;Fri;Lunar  New Year's Eve;24/01/2020
60682;VND;VN;Hanoi;20200125;Sat;Lunar (Vietnamese) New Year 1;25/01/2020
60683;VND;VN;Hanoi;20200126;Sun;Lunar (Vietnamese) New Year 2;26/01/2020
60684;VND;VN;Hanoi;20200127;Mon;Lunar (Vietnamese) New Year 3;27/01/2020
60685;VND;VN;Hanoi;20200128;Tue;Lunar New Year 4;28/01/2020
60686;VND;VN;Hanoi;20200129;Wed;Lunar New Year 5;29/01/2020
60687;VND;VN;Hanoi;20200130;Thu;Lunar New Year 6;30/01/2020
60688;VND;VN;Hanoi;20200430;Thu;Victory Day;30/04/2020
60689;VND;VN;Hanoi;20200501;Fri;Labour Day;01/05/2020
60690;VND;VN;Hanoi;20200902;Wed;National Day;02/09/2020
60990;VUV;VU;Port Vila;20171129;Wed;Unity Day;29/11/2017
60991;VUV;VU;Port Vila;20171225;Mon;Christmas Day;25/12/2017
60992;VUV;VU;Port Vila;20171226;Tue;Family Day;26/12/2017
60993;VUV;VU;Port Vila;20180101;Mon;New Year's Day;01/01/2018
60994;VUV;VU;Port Vila;20180221;Wed;Father of Independence;21/02/2018
60995;VUV;VU;Port Vila;20180305;Mon;Custom Chief's Day;05/03/2018
60996;VUV;VU;Port Vila;20180330;Fri;Good Friday;30/03/2018
60997;VUV;VU;Port Vila;20180402;Mon;Easter Monday;02/04/2018
60998;VUV;VU;Port Vila;20180501;Tue;Labour Day;01/05/2018
60999;VUV;VU;Port Vila;20180510;Thu;Ascension Day;10/05/2018
61000;VUV;VU;Port Vila;20180724;Tue;Children's Day;24/07/2018
61001;VUV;VU;Port Vila;20180730;Mon;Independence Day;30/07/2018
61002;VUV;VU;Port Vila;20180815;Wed;Assumption Day;15/08/2018
61003;VUV;VU;Port Vila;20181005;Fri;Constitution Day;05/10/2018
61004;VUV;VU;Port Vila;20181129;Thu;Unity Day;29/11/2018
61005;VUV;VU;Port Vila;20181225;Tue;Christmas Day;25/12/2018
61006;VUV;VU;Port Vila;20181226;Wed;Family Day;26/12/2018
61007;VUV;VU;Port Vila;20190101;Tue;New Year's Day;01/01/2019
61008;VUV;VU;Port Vila;20190221;Thu;Father of Independence;21/02/2019
61009;VUV;VU;Port Vila;20190305;Tue;Custom Chief's Day;05/03/2019
61010;VUV;VU;Port Vila;20190419;Fri;Good Friday;19/04/2019
61011;VUV;VU;Port Vila;20190422;Mon;Easter Monday;22/04/2019
61012;VUV;VU;Port Vila;20190501;Wed;Labour Day;01/05/2019
61013;VUV;VU;Port Vila;20190530;Thu;Ascension Day;30/05/2019
61014;VUV;VU;Port Vila;20190724;Wed;Children's Day;24/07/2019
61015;VUV;VU;Port Vila;20190730;Tue;Independence Day;30/07/2019
61016;VUV;VU;Port Vila;20190815;Thu;Assumption Day;15/08/2019
61017;VUV;VU;Port Vila;20191005;Sat;Constitution Day;05/10/2019
61018;VUV;VU;Port Vila;20191129;Fri;Unity Day;29/11/2019
61019;VUV;VU;Port Vila;20191225;Wed;Christmas Day;25/12/2019
61020;VUV;VU;Port Vila;20191226;Thu;Family Day;26/12/2019
61021;VUV;VU;Port Vila;20200101;Wed;New Year's Day;01/01/2020
61022;VUV;VU;Port Vila;20200221;Fri;Father of Independence;21/02/2020
61023;VUV;VU;Port Vila;20200305;Thu;Custom Chief's Day;05/03/2020
61024;VUV;VU;Port Vila;20200410;Fri;Good Friday;10/04/2020
61025;VUV;VU;Port Vila;20200413;Mon;Easter Monday;13/04/2020
61026;VUV;VU;Port Vila;20200501;Fri;Labour Day;01/05/2020
61027;VUV;VU;Port Vila;20200521;Thu;Ascension Day;21/05/2020
61028;VUV;VU;Port Vila;20200724;Fri;Children's Day;24/07/2020
61029;VUV;VU;Port Vila;20200730;Thu;Independence Day;30/07/2020
61030;VUV;VU;Port Vila;20200815;Sat;Assumption Day;15/08/2020
61031;VUV;VU;Port Vila;20201005;Mon;Constitution Day;05/10/2020
61430;WST;WS;Apia;20171225;Mon;Christmas;25/12/2017
61431;WST;WS;Apia;20171226;Tue;Boxing Day;26/12/2017
61432;WST;WS;Apia;20180101;Mon;New Year's Day;01/01/2018
61433;WST;WS;Apia;20180102;Tue;Day after New Year;02/01/2018
61434;WST;WS;Apia;20180330;Fri;Good Friday;30/03/2018
61435;WST;WS;Apia;20180331;Sat;Easter Saturday;31/03/2018
61436;WST;WS;Apia;20180402;Mon;Easter Monday;02/04/2018
61437;WST;WS;Apia;20180514;Mon;Mothers of Samoa Day;14/05/2018
61438;WST;WS;Apia;20180601;Fri;Independence Day;01/06/2018
61439;WST;WS;Apia;20180813;Mon;Father's Day;13/08/2018
61440;WST;WS;Apia;20181015;Mon;Day after White Sunday;15/10/2018
61441;WST;WS;Apia;20181225;Tue;Christmas;25/12/2018
61442;WST;WS;Apia;20181226;Wed;Boxing Day;26/12/2018
61443;WST;WS;Apia;20190101;Tue;New Year's Day;01/01/2019
61444;WST;WS;Apia;20190102;Wed;Day after New Year;02/01/2019
61445;WST;WS;Apia;20190419;Fri;Good Friday;19/04/2019
61446;WST;WS;Apia;20190420;Sat;Easter Saturday;20/04/2019
61447;WST;WS;Apia;20190422;Mon;Easter Monday;22/04/2019
61448;WST;WS;Apia;20190513;Mon;Mothers of Samoa Day;13/05/2019
61449;WST;WS;Apia;20190601;Sat;Independence Day;01/06/2019
61450;WST;WS;Apia;20190812;Mon;Father's Day;12/08/2019
61451;WST;WS;Apia;20191014;Mon;Day after White Sunday;14/10/2019
61452;WST;WS;Apia;20191225;Wed;Christmas;25/12/2019
61453;WST;WS;Apia;20191226;Thu;Boxing Day;26/12/2019
61454;WST;WS;Apia;20200101;Wed;New Year's Day;01/01/2020
61455;WST;WS;Apia;20200102;Thu;Day after New Year;02/01/2020
61456;WST;WS;Apia;20200410;Fri;Good Friday;10/04/2020
61457;WST;WS;Apia;20200411;Sat;Easter Saturday;11/04/2020
61458;WST;WS;Apia;20200413;Mon;Easter Monday;13/04/2020
61459;WST;WS;Apia;20200511;Mon;Mothers of Samoa Day;11/05/2020
61460;WST;WS;Apia;20200601;Mon;Independence Day;01/06/2020
61461;WST;WS;Apia;20200810;Mon;Father's Day;10/08/2020
61462;WST;WS;Apia;20201012;Mon;Day after White Sunday;12/10/2020
61753;XAF;XA;CFA Franc BEAC;20171225;Mon;Christmas Day;25/12/2017
61754;XAF;XA;CFA Franc BEAC;20171226;Tue;Bank Holiday;26/12/2017
61755;XAF;XA;CFA Franc BEAC;20180101;Mon;New Year's Day;01/01/2018
61756;XAF;XA;CFA Franc BEAC;20180330;Fri;Good Friday;30/03/2018
61757;XAF;XA;CFA Franc BEAC;20180402;Mon;Easter Monday;02/04/2018
61758;XAF;XA;CFA Franc BEAC;20180501;Tue;Labour Day;01/05/2018
61759;XAF;XA;CFA Franc BEAC;20181225;Tue;Christmas Day;25/12/2018
61760;XAF;XA;CFA Franc BEAC;20181226;Wed;Bank Holiday;26/12/2018
61761;XAF;XA;CFA Franc BEAC;20190101;Tue;New Year's Day;01/01/2019
61762;XAF;XA;CFA Franc BEAC;20190419;Fri;Good Friday;19/04/2019
61763;XAF;XA;CFA Franc BEAC;20190422;Mon;Easter Monday;22/04/2019
61764;XAF;XA;CFA Franc BEAC;20190501;Wed;Labour Day;01/05/2019
61765;XAF;XA;CFA Franc BEAC;20191225;Wed;Christmas Day;25/12/2019
61766;XAF;XA;CFA Franc BEAC;20191226;Thu;Bank Holiday;26/12/2019
61767;XAF;XA;CFA Franc BEAC;20200101;Wed;New Year's Day;01/01/2020
61768;XAF;XA;CFA Franc BEAC;20200410;Fri;Good Friday;10/04/2020
61769;XAF;XA;CFA Franc BEAC;20200413;Mon;Easter Monday;13/04/2020
61770;XAF;XA;CFA Franc BEAC;20200501;Fri;Labour Day;01/05/2020
61963;XCD;XC;East Caribbean Dollar;20171225;Mon;Christmas Day;25/12/2017
61964;XCD;XC;East Caribbean Dollar;20171226;Tue;Boxing Day;26/12/2017
61965;XCD;XC;East Caribbean Dollar;20180101;Mon;New Year's Day;01/01/2018
61966;XCD;XC;East Caribbean Dollar;20180102;Tue;Carnival Day;02/01/2018
61967;XCD;XC;East Caribbean Dollar;20180330;Fri;Good Friday;30/03/2018
61968;XCD;XC;East Caribbean Dollar;20180402;Mon;Easter Monday;02/04/2018
61969;XCD;XC;East Caribbean Dollar;20180507;Mon;Labour Day;07/05/2018
61970;XCD;XC;East Caribbean Dollar;20180521;Mon;Whitmonday;21/05/2018
61971;XCD;XC;East Caribbean Dollar;20180806;Mon;Emancipation Day;06/08/2018
61972;XCD;XC;East Caribbean Dollar;20180807;Tue;Culturama (Nevis);07/08/2018
61973;XCD;XC;East Caribbean Dollar;20180917;Mon;National Heroes Day OBS;17/09/2018
61974;XCD;XC;East Caribbean Dollar;20180919;Wed;Independence Day;19/09/2018
61975;XCD;XC;East Caribbean Dollar;20181225;Tue;Christmas Day;25/12/2018
61976;XCD;XC;East Caribbean Dollar;20181226;Wed;Boxing Day;26/12/2018
61977;XCD;XC;East Caribbean Dollar;20190101;Tue;New Year's Day;01/01/2019
61978;XCD;XC;East Caribbean Dollar;20190102;Wed;Carnival Day;02/01/2019
61979;XCD;XC;East Caribbean Dollar;20190419;Fri;Good Friday;19/04/2019
61980;XCD;XC;East Caribbean Dollar;20190422;Mon;Easter Monday;22/04/2019
61981;XCD;XC;East Caribbean Dollar;20190506;Mon;Labour Day;06/05/2019
61982;XCD;XC;East Caribbean Dollar;20190610;Mon;Whitmonday;10/06/2019
61983;XCD;XC;East Caribbean Dollar;20190805;Mon;Emancipation Day;05/08/2019
61984;XCD;XC;East Caribbean Dollar;20190806;Tue;Culturama (Nevis);06/08/2019
61985;XCD;XC;East Caribbean Dollar;20190916;Mon;National Heroes Day;16/09/2019
61986;XCD;XC;East Caribbean Dollar;20190919;Thu;Independence Day;19/09/2019
61987;XCD;XC;East Caribbean Dollar;20191225;Wed;Christmas Day;25/12/2019
61988;XCD;XC;East Caribbean Dollar;20191226;Thu;Boxing Day;26/12/2019
61989;XCD;XC;East Caribbean Dollar;20200101;Wed;New Year's Day;01/01/2020
61990;XCD;XC;East Caribbean Dollar;20200102;Thu;Carnival Day;02/01/2020
61991;XCD;XC;East Caribbean Dollar;20200410;Fri;Good Friday;10/04/2020
61992;XCD;XC;East Caribbean Dollar;20200413;Mon;Easter Monday;13/04/2020
61993;XCD;XC;East Caribbean Dollar;20200504;Mon;Labour Day;04/05/2020
61994;XCD;XC;East Caribbean Dollar;20200601;Mon;Whitmonday;01/06/2020
61995;XCD;XC;East Caribbean Dollar;20200803;Mon;Emancipation Day;03/08/2020
61996;XCD;XC;East Caribbean Dollar;20200804;Tue;Culturama (Nevis);04/08/2020
61997;XCD;XC;East Caribbean Dollar;20200916;Wed;National Heroes Day;16/09/2020
61998;XCD;XC;East Caribbean Dollar;20200919;Sat;Independence Day;19/09/2020
62318;XDR;XD;Special Drawing Rights;20171225;Mon;Christmas;25/12/2017
62319;XDR;XD;Special Drawing Rights;20180101;Mon;New Year's Day;01/01/2018
62320;XDR;XD;Special Drawing Rights;20181225;Tue;Christmas;25/12/2018
62321;XDR;XD;Special Drawing Rights;20190101;Tue;New Year's Day;01/01/2019
62322;XDR;XD;Special Drawing Rights;20191225;Wed;Christmas;25/12/2019
62323;XDR;XD;Special Drawing Rights;20200101;Wed;New Year's Day;01/01/2020
62393;XOF;XO;CFA Franc BCEAO;20171225;Mon;Christmas Day;25/12/2017
62394;XOF;XO;CFA Franc BCEAO;20171226;Tue;Bank Holiday;26/12/2017
62395;XOF;XO;CFA Franc BCEAO;20180101;Mon;New Year's Day;01/01/2018
62396;XOF;XO;CFA Franc BCEAO;20180330;Fri;Good Friday;30/03/2018
62397;XOF;XO;CFA Franc BCEAO;20180402;Mon;Easter Monday;02/04/2018
62398;XOF;XO;CFA Franc BCEAO;20180501;Tue;Labour Day;01/05/2018
62399;XOF;XO;CFA Franc BCEAO;20181225;Tue;Christmas Day;25/12/2018
62400;XOF;XO;CFA Franc BCEAO;20181226;Wed;Bank Holiday;26/12/2018
62401;XOF;XO;CFA Franc BCEAO;20190101;Tue;New Year's Day;01/01/2019
62402;XOF;XO;CFA Franc BCEAO;20190419;Fri;Good Friday;19/04/2019
62403;XOF;XO;CFA Franc BCEAO;20190422;Mon;Easter Monday;22/04/2019
62404;XOF;XO;CFA Franc BCEAO;20190501;Wed;Labour Day;01/05/2019
62405;XOF;XO;CFA Franc BCEAO;20191225;Wed;Christmas Day;25/12/2019
62406;XOF;XO;CFA Franc BCEAO;20191226;Thu;Bank Holiday;26/12/2019
62407;XOF;XO;CFA Franc BCEAO;20200101;Wed;New Year's Day;01/01/2020
62408;XOF;XO;CFA Franc BCEAO;20200410;Fri;Good Friday;10/04/2020
62409;XOF;XO;CFA Franc BCEAO;20200413;Mon;Easter Monday;13/04/2020
62410;XOF;XO;CFA Franc BCEAO;20200501;Fri;Labour Day;01/05/2020
62585;XPF;XP;CFP Franc;20171225;Mon;Christmas Day;25/12/2017
62586;XPF;XP;CFP Franc;20171226;Tue;Bank Holiday;26/12/2017
62587;XPF;XP;CFP Franc;20180101;Mon;New Year's Day;01/01/2018
62588;XPF;XP;CFP Franc;20180330;Fri;Good Friday;30/03/2018
62589;XPF;XP;CFP Franc;20180402;Mon;Easter Monday;02/04/2018
62590;XPF;XP;CFP Franc;20180501;Tue;Labour Day;01/05/2018
62591;XPF;XP;CFP Franc;20181225;Tue;Christmas Day;25/12/2018
62592;XPF;XP;CFP Franc;20181226;Wed;Bank Holiday;26/12/2018
62593;XPF;XP;CFP Franc;20190101;Tue;New Year's Day;01/01/2019
62594;XPF;XP;CFP Franc;20190419;Fri;Good Friday;19/04/2019
62595;XPF;XP;CFP Franc;20190422;Mon;Easter Monday;22/04/2019
62596;XPF;XP;CFP Franc;20190501;Wed;Labour Day;01/05/2019
62597;XPF;XP;CFP Franc;20191225;Wed;Christmas Day;25/12/2019
62598;XPF;XP;CFP Franc;20191226;Thu;Bank Holiday;26/12/2019
62599;XPF;XP;CFP Franc;20200101;Wed;New Year's Day;01/01/2020
62600;XPF;XP;CFP Franc;20200410;Fri;Good Friday;10/04/2020
62601;XPF;XP;CFP Franc;20200413;Mon;Easter Monday;13/04/2020
62602;XPF;XP;CFP Franc;20200501;Fri;Labour Day;01/05/2020
62808;YER;YE;Sana'a;20171130;Thu;Independence Day (South);30/11/2017
62809;YER;YE;Sana'a;20180101;Mon;Bank Holiday;01/01/2018
62810;YER;YE;Sana'a;20180501;Tue;Labour Day;01/05/2018
62811;YER;YE;Sana'a;20180522;Tue;Day of National Unity;22/05/2018
62812;YER;YE;Sana'a;20180615;Fri;Eid al-Fitr*;15/06/2018
62813;YER;YE;Sana'a;20180616;Sat;Eid al-Fitr 2*;16/06/2018
62814;YER;YE;Sana'a;20180617;Sun;Eid al-Fitr 3*;17/06/2018
62815;YER;YE;Sana'a;20180618;Mon;Eid al-Fitr 4*;18/06/2018
62816;YER;YE;Sana'a;20180822;Wed;Eid al-Adha*;22/08/2018
62817;YER;YE;Sana'a;20180823;Thu;Eid al-Adha 2*;23/08/2018
62818;YER;YE;Sana'a;20180824;Fri;Eid al-Adha 3*;24/08/2018
62819;YER;YE;Sana'a;20180825;Sat;Eid al-Adha 4*;25/08/2018
62820;YER;YE;Sana'a;20180826;Sun;Eid al-Adha 5*;26/08/2018
62821;YER;YE;Sana'a;20180911;Tue;Islamic (Hijri) New Year*;11/09/2018
62822;YER;YE;Sana'a;20180926;Wed;Revolution Day 1962;26/09/2018
62823;YER;YE;Sana'a;20181014;Sun;National Day;14/10/2018
62824;YER;YE;Sana'a;20181130;Fri;Independence Day (South);30/11/2018
62825;YER;YE;Sana'a;20190101;Tue;Bank Holiday;01/01/2019
62826;YER;YE;Sana'a;20190501;Wed;Labour Day;01/05/2019
62827;YER;YE;Sana'a;20190522;Wed;Day of National Unity;22/05/2019
62828;YER;YE;Sana'a;20190605;Wed;Eid al-Fitr*;05/06/2019
62829;YER;YE;Sana'a;20190606;Thu;Eid al-Fitr 2*;06/06/2019
62830;YER;YE;Sana'a;20190607;Fri;Eid al-Fitr 3*;07/06/2019
62831;YER;YE;Sana'a;20190608;Sat;Eid al-Fitr 4*;08/06/2019
62832;YER;YE;Sana'a;20190811;Sun;Eid al-Adha*;11/08/2019
62833;YER;YE;Sana'a;20190812;Mon;Eid al-Adha 2*;12/08/2019
62834;YER;YE;Sana'a;20190813;Tue;Eid al-Adha 3*;13/08/2019
62835;YER;YE;Sana'a;20190814;Wed;Eid al-Adha 4*;14/08/2019
62836;YER;YE;Sana'a;20190815;Thu;Eid al-Adha 5*;15/08/2019
62837;YER;YE;Sana'a;20190901;Sun;Islamic (Hijri) New Year*;01/09/2019
62838;YER;YE;Sana'a;20190926;Thu;Revolution Day 1962;26/09/2019
62839;YER;YE;Sana'a;20191014;Mon;National Day;14/10/2019
62840;YER;YE;Sana'a;20191130;Sat;Independence Day (South);30/11/2019
62841;YER;YE;Sana'a;20200101;Wed;Bank Holiday;01/01/2020
62842;YER;YE;Sana'a;20200501;Fri;Labour Day;01/05/2020
62843;YER;YE;Sana'a;20200522;Fri;Day of National Unity;22/05/2020
62844;YER;YE;Sana'a;20200524;Sun;Eid al-Fitr*;24/05/2020
62845;YER;YE;Sana'a;20200525;Mon;Eid al-Fitr 2*;25/05/2020
62846;YER;YE;Sana'a;20200526;Tue;Eid al-Fitr 3*;26/05/2020
62847;YER;YE;Sana'a;20200527;Wed;Eid al-Fitr 4*;27/05/2020
62848;YER;YE;Sana'a;20200731;Fri;Eid al-Adha*;31/07/2020
62849;YER;YE;Sana'a;20200801;Sat;Eid al-Adha 2*;01/08/2020
62850;YER;YE;Sana'a;20200802;Sun;Eid al-Adha 3*;02/08/2020
62851;YER;YE;Sana'a;20200803;Mon;Eid al-Adha 4*;03/08/2020
62852;YER;YE;Sana'a;20200804;Tue;Eid al-Adha 5*;04/08/2020
62853;YER;YE;Sana'a;20200820;Thu;Islamic (Hijri) New Year*;20/08/2020
62854;YER;YE;Sana'a;20200926;Sat;Revolution Day 1962;26/09/2020
62855;YER;YE;Sana'a;20201014;Wed;National Day;14/10/2020
63315;ZAR;ZA;Johannesburg;20171216;Sat;Day of Reconciliation;16/12/2017
63316;ZAR;ZA;Johannesburg;20171225;Mon;Christmas Day;25/12/2017
63317;ZAR;ZA;Johannesburg;20171226;Tue;Day of Goodwill;26/12/2017
63318;ZAR;ZA;Johannesburg;20180101;Mon;New Year's Day;01/01/2018
63319;ZAR;ZA;Johannesburg;20180321;Wed;Human Rights Day;21/03/2018
63320;ZAR;ZA;Johannesburg;20180330;Fri;Good Friday;30/03/2018
63321;ZAR;ZA;Johannesburg;20180402;Mon;Family Day (Easter Monday);02/04/2018
63322;ZAR;ZA;Johannesburg;20180427;Fri;Freedom Day;27/04/2018
63323;ZAR;ZA;Johannesburg;20180501;Tue;Workers' Day;01/05/2018
63324;ZAR;ZA;Johannesburg;20180616;Sat;Youth Day;16/06/2018
63325;ZAR;ZA;Johannesburg;20180809;Thu;National Women's Day;09/08/2018
63326;ZAR;ZA;Johannesburg;20180924;Mon;Heritage Day;24/09/2018
63327;ZAR;ZA;Johannesburg;20181217;Mon;Day of Reconciliation OBS;17/12/2018
63328;ZAR;ZA;Johannesburg;20181225;Tue;Christmas Day;25/12/2018
63329;ZAR;ZA;Johannesburg;20181226;Wed;Day of Goodwill;26/12/2018
63330;ZAR;ZA;Johannesburg;20190101;Tue;New Year's Day;01/01/2019
63331;ZAR;ZA;Johannesburg;20190321;Thu;Human Rights Day;21/03/2019
63332;ZAR;ZA;Johannesburg;20190419;Fri;Good Friday;19/04/2019
63333;ZAR;ZA;Johannesburg;20190422;Mon;Family Day (Easter Monday);22/04/2019
63334;ZAR;ZA;Johannesburg;20190427;Sat;Freedom Day;27/04/2019
63335;ZAR;ZA;Johannesburg;20190501;Wed;Workers' Day;01/05/2019
